time, prob_0
8.780000,0.100383
8.790000,0.097398
8.800000,0.094453
8.810000,0.091549
8.820000,0.088686
8.830000,0.085864
8.840000,0.083083
8.850000,0.080343
8.860000,0.077646
8.870000,0.074991
8.880000,0.072379
8.890000,0.069809
8.900000,0.067282
8.910000,0.064799
8.920000,0.062359
8.930000,0.059963
8.940000,0.057611
8.950000,0.055303
8.960000,0.053039
8.970000,0.050821
8.980000,0.048647
8.990000,0.046518
9.000000,0.044435
9.010000,0.042397
9.020000,0.040405
9.030000,0.038459
9.040000,0.036559
9.050000,0.034706
9.060000,0.032899
9.070000,0.031138
9.080000,0.029425
9.090000,0.027758
9.100000,0.026139
9.110000,0.024567
9.120000,0.023043
9.130000,0.021567
9.140000,0.020138
9.150000,0.018757
9.160000,0.017425
9.170000,0.016140
9.180000,0.014904
9.190000,0.013717
9.200000,0.012578
9.210000,0.011488
9.220000,0.010447
9.230000,0.009455
9.240000,0.008511
9.250000,0.007617
9.260000,0.006773
9.270000,0.005977
9.280000,0.005231
9.290000,0.004534
9.300000,0.003887
9.310000,0.003290
9.320000,0.002742
9.330000,0.002244
9.340000,0.001796
9.350000,0.001397
9.360000,0.001049
9.370000,0.000750
9.380000,0.000501
9.390000,0.000302
9.400000,0.000153
9.410000,0.000055
9.420000,0.000006
9.430000,0.000007
9.440000,0.000058
9.450000,0.000159
9.460000,0.000310
9.470000,0.000511
9.480000,0.000762
9.490000,0.001063
9.500000,0.001414
9.510000,0.001815
9.520000,0.002265
9.530000,0.002765
9.540000,0.003315
9.550000,0.003915
9.560000,0.004564
9.570000,0.005263
9.580000,0.006011
9.590000,0.006809
9.600000,0.007656
9.610000,0.008552
9.620000,0.009498
9.630000,0.010492
9.640000,0.011536
9.650000,0.012628
9.660000,0.013769
9.670000,0.014958
9.680000,0.016196
9.690000,0.017483
9.700000,0.018818
9.710000,0.020200
9.720000,0.021631
9.730000,0.023110
9.740000,0.024636
9.750000,0.026210
9.760000,0.027831
9.770000,0.029500
9.780000,0.031215
9.790000,0.032978
9.800000,0.034787
9.810000,0.036642
9.820000,0.038544
9.830000,0.040493
9.840000,0.042487
9.850000,0.044526
9.860000,0.046612
9.870000,0.048742
9.880000,0.050918
9.890000,0.053139
9.900000,0.055404
9.910000,0.057714
9.920000,0.060068
9.930000,0.062466
9.940000,0.064908
9.950000,0.067394
9.960000,0.069922
9.970000,0.072494
9.980000,0.075108
9.990000,0.077765
